Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status,Rank
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2017,1,New,13
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2018,1,In,42
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2019,1,In,41
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2020,1,In,41
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2021,1,In,43
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2022,1,In,46
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2011,1,New,9
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2012,0,Exit,3
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2005,1,New,4
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2006,1,In,13
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2007,0,Exit,8
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2018,1,New,6
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2019,1,In,42
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2020,1,In,42
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2021,0,Exit,7
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2022,1,New,10
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2016,1,New,9
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2017,1,In,33
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2018,0,Exit,4
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2016,1,New,10
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2017,1,In,34
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2018,0,Exit,5
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2016,1,New,11
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2017,0,Exit,9
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2014,1,New,8
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2015,1,In,33
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2016,0,Exit,5
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2016,1,New,12
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2017,0,Exit,10
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2021,1,New,6
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2022,1,In,47
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2018,1,New,7
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2019,1,In,43
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2020,0,Exit,6
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2009,1,New,1
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2010,1,In,16
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2011,1,In,17
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2012,1,In,23
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2013,1,In,25
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2014,1,In,30
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2015,1,In,34
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2016,1,In,33
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2017,1,In,35
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2018,1,In,43
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2019,1,In,44
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2020,1,In,43
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2021,1,In,44
current/elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,2022,0,Exit,3
cushnie et ochs,Contemporary,9,5,2008,16,16,10 to 20 Years,2014,1,New,9
cushnie et ochs,Contemporary,9,5,2008,16,16,10 to 20 Years,2015,1,In,35
cushnie et ochs,Contemporary,9,5,2008,16,16,10 to 20 Years,2016,1,In,34
cushnie et ochs,Contemporary,9,5,2008,16,16,10 to 20 Years,2017,1,In,36
cushnie et ochs,Contemporary,9,5,2008,16,16,10 to 20 Years,2018,1,In,44
cushnie et ochs,Contemporary,9,5,2008,16,16,10 to 20 Years,2019,0,Exit,7
cynthia rowley,Contemporary,4,4,1988,36,36,20 to 50 Years,2019,1,New,6
cynthia rowley,Contemporary,4,4,1988,36,36,20 to 50 Years,2020,1,In,44
cynthia rowley,Contemporary,4,4,1988,36,36,20 to 50 Years,2021,1,In,45
cynthia rowley,Contemporary,4,4,1988,36,36,20 to 50 Years,2022,1,In,48
dawn levy,Contemporary,1,1,2011,13,13,10 to 20 Years,2022,1,New,11
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2015,1,New,5
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2016,1,In,36
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2017,1,In,38
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2018,1,In,46
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2019,1,In,46
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2020,1,In,46
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2021,1,In,46
derek lam 10 crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,2022,1,In,49
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2008,1,New,6
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2009,1,In,18
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2010,1,In,18
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2011,1,In,19
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2012,1,In,25
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2013,1,In,27
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2014,1,In,32
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2015,1,In,37
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2016,1,In,37
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2017,1,In,39
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2018,1,In,47
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2019,1,In,47
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2020,1,In,47
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2021,1,In,47
diane von furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,2022,1,In,50
diane vonfurstenberg,Contemporary,19,4,1972,52,52,50 to 100 Years,2004,1,In,10
diane vonfurstenberg,Contemporary,19,4,1972,52,52,50 to 100 Years,2005,1,In,10
diane vonfurstenberg,Contemporary,19,4,1972,52,52,50 to 100 Years,2006,1,In,15
diane vonfurstenberg,Contemporary,19,4,1972,52,52,50 to 100 Years,2007,1,In,13
diane vonfurstenberg,Contemporary,19,4,1972,52,52,50 to 100 Years,2008,0,Exit,4
dodo bar or,Contemporary,4,1,2014,10,10,5 to 10 Years,2019,1,New,8
dodo bar or,Contemporary,4,1,2014,10,10,5 to 10 Years,2020,0,Exit,8
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2008,1,New,7
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2009,1,In,21
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2010,1,In,21
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2011,1,In,22
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2012,1,In,28
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2013,1,In,29
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2014,1,In,34
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2015,1,In,39
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2016,0,Exit,6
donna karan,Contemporary,15,9,1984,40,40,20 to 50 Years,2022,1,New,12
doo. ri,Contemporary,15,1,2001,23,23,20 to 50 Years,2008,1,New,8
doo. ri,Contemporary,15,1,2001,23,23,20 to 50 Years,2009,0,Exit,3
double j,Contemporary,4,2,2015,9,9,5 to 10 Years,2019,1,New,9
double j,Contemporary,4,2,2015,9,9,5 to 10 Years,2020,1,In,49
double j,Contemporary,4,2,2015,9,9,5 to 10 Years,2021,0,Exit,9
dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,2006,1,New,7
dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,2007,0,Exit,9
dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,2011,1,New,10
dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,2012,1,In,29
dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,2013,1,In,30
dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,2014,0,Exit,2
dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,2022,1,New,13
easton pearson,Contemporary,18,2,1989,35,35,20 to 50 Years,2005,1,New,7
easton pearson,Contemporary,18,2,1989,35,35,20 to 50 Years,2006,1,In,19
easton pearson,Contemporary,18,2,1989,35,35,20 to 50 Years,2007,0,Exit,10
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2004,1,In,13
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2005,1,In,13
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2006,1,In,20
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2007,1,In,17
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2008,1,In,18
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2009,1,In,23
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2010,1,In,22
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2011,1,In,23
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2012,1,In,30
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2013,1,In,31
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2014,1,In,35
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2015,1,In,40
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2016,1,In,39
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2017,1,In,41
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2018,1,In,50
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2019,1,In,50
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2020,1,In,51
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2021,1,In,50
eileen fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,2022,1,In,53
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2011,1,New,11
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2012,1,In,31
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2013,1,In,32
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2014,1,In,36
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2015,1,In,41
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2016,1,In,40
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2017,1,In,42
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2018,1,In,51
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2019,0,Exit,8
elie saab,Contemporary,12,9,1982,42,42,20 to 50 Years,2022,1,New,14
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2004,1,In,14
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2005,1,In,14
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2006,1,In,21
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2007,1,In,18
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2008,1,In,19
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2009,1,In,24
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2010,1,In,23
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2011,1,In,24
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2012,1,In,32
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2013,1,In,33
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2014,1,In,37
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2015,1,In,42
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2016,1,In,41
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2017,1,In,43
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2018,1,In,52
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2019,1,In,51
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2020,1,In,52
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2021,1,In,51
elie tahari,Contemporary,19,18,1974,50,50,20 to 50 Years,2022,0,Exit,4
elizabeth & james,Contemporary,11,1,2007,17,17,10 to 20 Years,2012,1,New,9
elizabeth & james,Contemporary,11,1,2007,17,17,10 to 20 Years,2013,0,Exit,8
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2008,1,New,9
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2009,1,In,25
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2010,1,In,24
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2011,1,In,25
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2012,1,In,33
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2013,1,In,34
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2014,1,In,38
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2015,1,In,43
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2016,1,In,42
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2017,1,In,44
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2018,1,In,53
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2019,1,In,52
elizabeth and james,Contemporary,15,12,2007,17,17,10 to 20 Years,2020,0,Exit,9
elyse walker,Contemporary,9,1,1999,25,25,20 to 50 Years,2014,1,New,10
elyse walker,Contemporary,9,1,1999,25,25,20 to 50 Years,2015,0,Exit,5
emporio armani,Contemporary,5,5,1975,49,49,20 to 50 Years,2018,1,New,8
emporio armani,Contemporary,5,5,1975,49,49,20 to 50 Years,2019,1,In,54
emporio armani,Contemporary,5,5,1975,49,49,20 to 50 Years,2020,1,In,54
emporio armani,Contemporary,5,5,1975,49,49,20 to 50 Years,2021,1,In,53
emporio armani,Contemporary,5,5,1975,49,49,20 to 50 Years,2022,1,In,55
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2011,1,New,12
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2012,1,In,35
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2013,1,In,36
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2014,1,In,40
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2015,1,In,45
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2016,1,In,44
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2017,1,In,46
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2018,1,In,55
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2019,1,In,55
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2020,1,In,55
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2021,1,In,54
equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,2022,1,In,56
etoile isabel marant,Contemporary,6,2,1994,30,30,20 to 50 Years,2017,1,New,16
etoile isabel marant,Contemporary,6,2,1994,30,30,20 to 50 Years,2018,0,Exit,7
etoile isabel marant,Contemporary,6,2,1994,30,30,20 to 50 Years,2021,1,New,7
etoile isabel marant,Contemporary,6,2,1994,30,30,20 to 50 Years,2022,0,Exit,6
eugenia kim,Contemporary,4,2,1997,27,27,20 to 50 Years,2019,1,New,11
eugenia kim,Contemporary,4,2,1997,27,27,20 to 50 Years,2020,1,In,60
eugenia kim,Contemporary,4,2,1997,27,27,20 to 50 Years,2021,0,Exit,10
faith connexion,Contemporary,10,2,2004,20,20,10 to 20 Years,2013,1,New,7
faith connexion,Contemporary,10,2,2004,20,20,10 to 20 Years,2014,1,In,45
faith connexion,Contemporary,10,2,2004,20,20,10 to 20 Years,2015,0,Exit,6
faithfull the brand,Contemporary,4,2,2012,12,12,10 to 20 Years,2019,1,New,13
faithfull the brand,Contemporary,4,2,2012,12,12,10 to 20 Years,2020,1,In,61
faithfull the brand,Contemporary,4,2,2012,12,12,10 to 20 Years,2021,0,Exit,11
fame and partners,Contemporary,5,2,2013,11,11,10 to 20 Years,2018,1,New,9
fame and partners,Contemporary,5,2,2013,11,11,10 to 20 Years,2019,1,In,59
fame and partners,Contemporary,5,2,2013,11,11,10 to 20 Years,2020,0,Exit,11
farm rio,Contemporary,3,3,1997,27,27,20 to 50 Years,2020,1,New,9
farm rio,Contemporary,3,3,1997,27,27,20 to 50 Years,2021,1,In,59
farm rio,Contemporary,3,3,1997,27,27,20 to 50 Years,2022,1,In,60
fausto puglisi,Contemporary,9,2,2010,14,14,10 to 20 Years,2014,1,New,11
fausto puglisi,Contemporary,9,2,2010,14,14,10 to 20 Years,2015,1,In,50
fausto puglisi,Contemporary,9,2,2010,14,14,10 to 20 Years,2016,0,Exit,7
fenty puma by rihanna,Contemporary,7,4,2016,8,8,5 to 10 Years,2016,1,New,13
fenty puma by rihanna,Contemporary,7,4,2016,8,8,5 to 10 Years,2017,1,In,51
fenty puma by rihanna,Contemporary,7,4,2016,8,8,5 to 10 Years,2018,1,In,60
fenty puma by rihanna,Contemporary,7,4,2016,8,8,5 to 10 Years,2019,1,In,61
fenty puma by rihanna,Contemporary,7,4,2016,8,8,5 to 10 Years,2020,0,Exit,12
fleurette,Contemporary,6,5,1949,75,75,50 to 100 Years,2017,1,New,17
fleurette,Contemporary,6,5,1949,75,75,50 to 100 Years,2018,0,Exit,8
fleurette,Contemporary,6,5,1949,75,75,50 to 100 Years,2019,1,New,14
fleurette,Contemporary,6,5,1949,75,75,50 to 100 Years,2020,1,In,63
fleurette,Contemporary,6,5,1949,75,75,50 to 100 Years,2021,1,In,61
fleurette,Contemporary,6,5,1949,75,75,50 to 100 Years,2022,1,In,62
for love & lemons,Contemporary,9,3,2011,13,13,10 to 20 Years,2014,1,New,12
for love & lemons,Contemporary,9,3,2011,13,13,10 to 20 Years,2015,1,In,53
for love & lemons,Contemporary,9,3,2011,13,13,10 to 20 Years,2016,1,In,51
for love & lemons,Contemporary,9,3,2011,13,13,10 to 20 Years,2017,0,Exit,12
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2014,1,New,13
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2015,1,In,54
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2016,0,Exit,8
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2017,1,New,18
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2018,1,In,62
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2019,1,In,63
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2020,1,In,64
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2021,1,In,62
frame,Contemporary,9,8,2012,12,12,10 to 20 Years,2022,1,In,63
francesco russo,Contemporary,8,1,2013,11,11,10 to 20 Years,2015,1,New,6
francesco russo,Contemporary,8,1,2013,11,11,10 to 20 Years,2016,0,Exit,9
furla,Contemporary,18,3,1927,97,97,50 to 100 Years,2005,1,New,8
furla,Contemporary,18,3,1927,97,97,50 to 100 Years,2006,1,In,27
furla,Contemporary,18,3,1927,97,97,50 to 100 Years,2007,1,In,25
furla,Contemporary,18,3,1927,97,97,50 to 100 Years,2008,0,Exit,5
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2012,1,New,10
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2013,1,In,43
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2014,0,Exit,3
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2015,1,New,7
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2016,1,In,52
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2017,1,In,53
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2018,1,In,63
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2019,1,In,64
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2020,1,In,65
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2021,1,In,63
fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,2022,1,In,64
g-series,Contemporary,19,3,2003,21,21,20 to 50 Years,2004,1,In,20
g-series,Contemporary,19,3,2003,21,21,20 to 50 Years,2005,1,In,20
g-series,Contemporary,19,3,2003,21,21,20 to 50 Years,2006,1,In,28
g-series,Contemporary,19,3,2003,21,21,20 to 50 Years,2007,0,Exit,11
galvan,Contemporary,6,6,2014,10,10,5 to 10 Years,2017,1,New,19
galvan,Contemporary,6,6,2014,10,10,5 to 10 Years,2018,1,In,64
galvan,Contemporary,6,6,2014,10,10,5 to 10 Years,2019,1,In,66
galvan,Contemporary,6,6,2014,10,10,5 to 10 Years,2020,1,In,67
galvan,Contemporary,6,6,2014,10,10,5 to 10 Years,2021,1,In,65
galvan,Contemporary,6,6,2014,10,10,5 to 10 Years,2022,1,In,66
ganni,Contemporary,2,2,2000,24,24,20 to 50 Years,2021,1,New,8
ganni,Contemporary,2,2,2000,24,24,20 to 50 Years,2022,1,In,67
ghurka,Contemporary,17,1,1975,49,49,20 to 50 Years,2006,1,New,9
ghurka,Contemporary,17,1,1975,49,49,20 to 50 Years,2007,0,Exit,12
giada forte,Contemporary,5,1,2002,22,22,20 to 50 Years,2018,1,New,11
giada forte,Contemporary,5,1,2002,22,22,20 to 50 Years,2019,0,Exit,9
gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,2016,1,New,14
gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,2017,1,In,58
gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,2018,1,In,69
gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,2019,1,In,71
gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,2020,1,In,73
gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,2021,1,In,71
gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,2022,1,In,73
grlfrnd,Contemporary,3,1,2016,8,8,5 to 10 Years,2020,1,New,10
grlfrnd,Contemporary,3,1,2016,8,8,5 to 10 Years,2021,0,Exit,12
halston,Contemporary,14,4,1962,62,62,50 to 100 Years,2009,1,New,2
halston,Contemporary,14,4,1962,62,62,50 to 100 Years,2010,0,Exit,3
halston,Contemporary,14,4,1962,62,62,50 to 100 Years,2020,1,New,11
halston,Contemporary,14,4,1962,62,62,50 to 100 Years,2021,1,In,73
halston,Contemporary,14,4,1962,62,62,50 to 100 Years,2022,1,In,74
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2010,1,New,5
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2011,1,In,36
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2012,1,In,46
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2013,1,In,48
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2014,1,In,52
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2015,1,In,60
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2016,1,In,58
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2017,1,In,60
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2018,1,In,71
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2019,1,In,73
halston heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,2020,0,Exit,14
harris wharf london,Contemporary,4,2,2009,15,15,10 to 20 Years,2019,1,New,16
harris wharf london,Contemporary,4,2,2009,15,15,10 to 20 Years,2020,1,In,75
harris wharf london,Contemporary,4,2,2009,15,15,10 to 20 Years,2021,0,Exit,13
hayward,Contemporary,5,3,2014,10,10,5 to 10 Years,2018,1,New,12
hayward,Contemporary,5,3,2014,10,10,5 to 10 Years,2019,1,In,74
